occurrenceID	eventID	samplingProtocol	habitat	occurrenceRemarks	fieldNotes	decimalLatitude	decimalLongitude	Datum	coordinateUncertaintyInMeters	scientificName	organismQuantity	organismQuantityType	eventDate	Year	kingdom	eventRemarks
MuSGrowth_1186	MuSGrowth_11	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		4.60	60.891982	68.678459	WGS84	3	Sphagnum balticum	1.20	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1188	MuSGrowth_11	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		4.60	60.891982	68.678459	WGS84	3	Sphagnum balticum	2.50	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1190	MuSGrowth_11	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		4.60	60.891982	68.678459	WGS84	3	Sphagnum balticum	1.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1192	MuSGrowth_11	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		4.60	60.891982	68.678459	WGS84	3	Sphagnum balticum	2.50	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1194	MuSGrowth_11	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		4.60	60.891982	68.678459	WGS84	3	Sphagnum balticum	1.70	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1196	MuSGrowth_11	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		4.60	60.891982	68.678459	WGS84	3	Sphagnum balticum	1.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1209	MuSGrowth_14	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		8.70	60.891813	68.676944	WGS84	3	Sphagnum papillosum	1	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1211	MuSGrowth_14	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		8.70	60.891813	68.676944	WGS84	3	Sphagnum papillosum	1.5	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1213	MuSGrowth_14	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		8.70	60.891813	68.676944	WGS84	3	Sphagnum papillosum	1.5	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1215	MuSGrowth_14	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		8.70	60.891813	68.676944	WGS84	3	Sphagnum papillosum	1	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1217	MuSGrowth_14	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		8.70	60.891813	68.676944	WGS84	3	Sphagnum papillosum	0.3	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1219	MuSGrowth_14	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		8.70	60.891813	68.676944	WGS84	3	Sphagnum papillosum	0.5	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1221	MuSGrowth_14	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		8.70	60.891813	68.676944	WGS84	3	Sphagnum papillosum	1	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1223	MuSGrowth_14	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		8.70	60.891813	68.676944	WGS84	3	Sphagnum papillosum	0.5	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1225	MuSGrowth_14	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		8.70	60.891813	68.676944	WGS84	3	Sphagnum papillosum	1.7	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1227	MuSGrowth_19	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		13.33	60.891469	68.687329	WGS84	3	Sphagnum papillosum	1.7	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1229	MuSGrowth_19	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		13.33	60.891469	68.687329	WGS84	3	Sphagnum papillosum	2.5	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1231	MuSGrowth_19	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		13.33	60.891469	68.687329	WGS84	3	Sphagnum papillosum	1.5	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1233	MuSGrowth_19	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		13.33	60.891469	68.687329	WGS84	3	Sphagnum papillosum	1.7	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1235	MuSGrowth_19	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		13.33	60.891469	68.687329	WGS84	3	Sphagnum papillosum	1	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1237	MuSGrowth_19	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		13.33	60.891469	68.687329	WGS84	3	Sphagnum papillosum	2.7	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1238	MuSGrowth_14	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		8.70	60.891813	68.676944	WGS84	3	Sphagnum papillosum	1.20	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1239	MuSGrowth_19	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		13.33	60.891469	68.687329	WGS84	3	Sphagnum papillosum	2.7	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1240	MuSGrowth_14	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		8.70	60.891813	68.676944	WGS84	3	Sphagnum papillosum	0.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1241	MuSGrowth_19	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		13.33	60.891469	68.687329	WGS84	3	Sphagnum papillosum	3.5	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1242	MuSGrowth_14	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		8.70	60.891813	68.676944	WGS84	3	Sphagnum papillosum	0.30	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1243	MuSGrowth_19	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		13.33	60.891469	68.687329	WGS84	3	Sphagnum papillosum	2.5	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1244	MuSGrowth_14	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		8.70	60.891813	68.676944	WGS84	3	Sphagnum papillosum	1.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1246	MuSGrowth_14	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		8.70	60.891813	68.676944	WGS84	3	Sphagnum papillosum	0.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1248	MuSGrowth_14	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		8.70	60.891813	68.676944	WGS84	3	Sphagnum papillosum	0.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1250	MuSGrowth_14	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		8.70	60.891813	68.676944	WGS84	3	Sphagnum papillosum	0.30	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1252	MuSGrowth_14	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		8.70	60.891813	68.676944	WGS84	3	Sphagnum papillosum	0.70	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1253	MuSGrowth_21	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.891484	68.686026	WGS84	3	Sphagnum majus	3.5	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1254	MuSGrowth_14	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		8.70	60.891813	68.676944	WGS84	3	Sphagnum papillosum	0.50	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1255	MuSGrowth_21	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.891484	68.686026	WGS84	3	Sphagnum majus	4.7	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1256	MuSGrowth_14	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		8.70	60.891813	68.676944	WGS84	3	Sphagnum papillosum	1.50	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1257	MuSGrowth_21	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.891484	68.686026	WGS84	3	Sphagnum majus	4.2	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1258	MuSGrowth_21	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.891484	68.686026	WGS84	3	Sphagnum majus	4.5	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1259	MuSGrowth_26	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		1.00	60.891701	68.683943	WGS84	3	Sphagnum majus	2.50	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1260	MuSGrowth_21	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.891484	68.686026	WGS84	3	Sphagnum majus	1.5	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1261	MuSGrowth_26	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		1.00	60.891701	68.683943	WGS84	3	Sphagnum majus	3.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1262	MuSGrowth_21	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.891484	68.686026	WGS84	3	Sphagnum majus	3.3	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1263	MuSGrowth_26	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		1.00	60.891701	68.683943	WGS84	3	Sphagnum majus	1.70	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1264	MuSGrowth_21	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.891484	68.686026	WGS84	3	Sphagnum majus	4.5	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1265	MuSGrowth_26	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		1.00	60.891701	68.683943	WGS84	3	Sphagnum majus	5.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1266	MuSGrowth_21	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.891484	68.686026	WGS84	3	Sphagnum majus	3.5	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1267	MuSGrowth_26	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		1.00	60.891701	68.683943	WGS84	3	Sphagnum majus	3.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1268	MuSGrowth_22	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.891537	68.685912	WGS84	3	Sphagnum jensenii	3	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1269	MuSGrowth_26	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		1.00	60.891701	68.683943	WGS84	3	Sphagnum majus	4.50	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1270	MuSGrowth_22	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.891537	68.685912	WGS84	3	Sphagnum jensenii	2.2	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1272	MuSGrowth_22	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.891537	68.685912	WGS84	3	Sphagnum jensenii	5	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1274	MuSGrowth_22	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.891537	68.685912	WGS84	3	Sphagnum jensenii	0.7	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1276	MuSGrowth_23	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		5.67	60.891674	68.684902	WGS84	3	Sphagnum papillosum	6	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1278	MuSGrowth_23	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		5.67	60.891674	68.684902	WGS84	3	Sphagnum papillosum	4	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1280	MuSGrowth_23	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		5.67	60.891674	68.684902	WGS84	3	Sphagnum papillosum	3	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1282	MuSGrowth_23	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		5.67	60.891674	68.684902	WGS84	3	Sphagnum papillosum	4.2	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1284	MuSGrowth_23	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		5.67	60.891674	68.684902	WGS84	3	Sphagnum papillosum	2.2	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1286	MuSGrowth_23	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		5.67	60.891674	68.684902	WGS84	3	Sphagnum papillosum	4.2	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1288	MuSGrowth_23	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		5.67	60.891674	68.684902	WGS84	3	Sphagnum papillosum	4	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1290	MuSGrowth_23	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		5.67	60.891674	68.684902	WGS84	3	Sphagnum papillosum	3.5	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1292	MuSGrowth_23	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		5.67	60.891674	68.684902	WGS84	3	Sphagnum papillosum	3.2	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1294	MuSGrowth_23	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		5.67	60.891674	68.684902	WGS84	3	Sphagnum papillosum	4.5	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1304	MuSGrowth_23	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		5.67	60.891674	68.684902	WGS84	3	Sphagnum papillosum	4.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1306	MuSGrowth_23	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		5.67	60.891674	68.684902	WGS84	3	Sphagnum papillosum	4.50	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1308	MuSGrowth_23	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		5.67	60.891674	68.684902	WGS84	3	Sphagnum papillosum	3.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1310	MuSGrowth_23	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		5.67	60.891674	68.684902	WGS84	3	Sphagnum papillosum	3.20	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1312	MuSGrowth_23	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		5.67	60.891674	68.684902	WGS84	3	Sphagnum papillosum	3.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1314	MuSGrowth_23	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		5.67	60.891674	68.684902	WGS84	3	Sphagnum papillosum	3.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1316	MuSGrowth_23	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		5.67	60.891674	68.684902	WGS84	3	Sphagnum papillosum	2.70	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1318	MuSGrowth_23	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		5.67	60.891674	68.684902	WGS84	3	Sphagnum papillosum	4.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1320	MuSGrowth_23	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		5.67	60.891674	68.684902	WGS84	3	Sphagnum papillosum	4.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1322	MuSGrowth_23	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		5.67	60.891674	68.684902	WGS84	3	Sphagnum papillosum	3.80	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1324	MuSGrowth_22	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.891537	68.685912	WGS84	3	Sphagnum jensenii	3.50	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1326	MuSGrowth_22	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.891537	68.685912	WGS84	3	Sphagnum jensenii	3.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1328	MuSGrowth_22	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.891537	68.685912	WGS84	3	Sphagnum jensenii	5.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1329	MuSGrowth_26	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		1.00	60.891701	68.683943	WGS84	3	Sphagnum majus	2.2	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1330	MuSGrowth_22	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.891537	68.685912	WGS84	3	Sphagnum jensenii	4.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1331	MuSGrowth_26	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		1.00	60.891701	68.683943	WGS84	3	Sphagnum majus	3.2	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1332	MuSGrowth_22	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.891537	68.685912	WGS84	3	Sphagnum jensenii	4.50	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1333	MuSGrowth_26	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		1.00	60.891701	68.683943	WGS84	3	Sphagnum majus	2	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1334	MuSGrowth_22	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.891537	68.685912	WGS84	3	Sphagnum jensenii	5.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1335	MuSGrowth_26	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		1.00	60.891701	68.683943	WGS84	3	Sphagnum majus	1.5	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1336	MuSGrowth_22	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.891537	68.685912	WGS84	3	Sphagnum jensenii	6.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1337	MuSGrowth_26	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		1.00	60.891701	68.683943	WGS84	3	Sphagnum majus	1.2	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1338	MuSGrowth_22	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.891537	68.685912	WGS84	3	Sphagnum jensenii	5.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1339	MuSGrowth_26	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		1.00	60.891701	68.683943	WGS84	3	Sphagnum majus	2	growth increment, cm	2021-10-09/2022-09-13	2022	Plantae	
MuSGrowth_1340	MuSGrowth_21	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.891484	68.686026	WGS84	3	Sphagnum majus	3.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1342	MuSGrowth_21	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.891484	68.686026	WGS84	3	Sphagnum majus	5.50	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1344	MuSGrowth_21	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.891484	68.686026	WGS84	3	Sphagnum majus	3.50	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1346	MuSGrowth_21	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.891484	68.686026	WGS84	3	Sphagnum majus	3.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1348	MuSGrowth_21	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.891484	68.686026	WGS84	3	Sphagnum majus	2.70	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1350	MuSGrowth_21	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.891484	68.686026	WGS84	3	Sphagnum majus	5.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1352	MuSGrowth_21	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.891484	68.686026	WGS84	3	Sphagnum majus	4.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1354	MuSGrowth_21	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.891484	68.686026	WGS84	3	Sphagnum majus	1.50	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1372	MuSGrowth_19	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		13.33	60.891469	68.687329	WGS84	3	Sphagnum papillosum	1.50	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1374	MuSGrowth_19	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		13.33	60.891469	68.687329	WGS84	3	Sphagnum papillosum	2.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1376	MuSGrowth_19	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		13.33	60.891469	68.687329	WGS84	3	Sphagnum papillosum	1.50	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1378	MuSGrowth_19	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		13.33	60.891469	68.687329	WGS84	3	Sphagnum papillosum	0.50	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1380	MuSGrowth_19	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		13.33	60.891469	68.687329	WGS84	3	Sphagnum papillosum	1.30	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1382	MuSGrowth_19	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		13.33	60.891469	68.687329	WGS84	3	Sphagnum papillosum	2.50	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1384	MuSGrowth_19	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		13.33	60.891469	68.687329	WGS84	3	Sphagnum papillosum	1.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1386	MuSGrowth_19	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		13.33	60.891469	68.687329	WGS84	3	Sphagnum papillosum	1.50	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1388	MuSGrowth_19	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		13.33	60.891469	68.687329	WGS84	3	Sphagnum papillosum	1.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1390	MuSGrowth_19	crancked wire (brush modification)	Oligotrophic graminoid-Sphagnum bog		13.33	60.891469	68.687329	WGS84	3	Sphagnum papillosum	1.50	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1404	MuSGrowth_05	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.893194	68.682958	WGS84	3	Sphagnum jensenii	0.50	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1406	MuSGrowth_05	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.893194	68.682958	WGS84	3	Sphagnum jensenii	1.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1408	MuSGrowth_05	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.893194	68.682958	WGS84	3	Sphagnum jensenii	1.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1410	MuSGrowth_05	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.893194	68.682958	WGS84	3	Sphagnum jensenii	0.70	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1412	MuSGrowth_05	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.893194	68.682958	WGS84	3	Sphagnum jensenii	0.70	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1414	MuSGrowth_05	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.893194	68.682958	WGS84	3	Sphagnum jensenii	0.70	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1416	MuSGrowth_05	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.893194	68.682958	WGS84	3	Sphagnum jensenii	0.50	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1418	MuSGrowth_05	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.893194	68.682958	WGS84	3	Sphagnum jensenii	1.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1420	MuSGrowth_05	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.893194	68.682958	WGS84	3	Sphagnum jensenii	1.20	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1422	MuSGrowth_06	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.893194	68.682958	WGS84	3	Sphagnum jensenii	2.20	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1424	MuSGrowth_06	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.893194	68.682958	WGS84	3	Sphagnum jensenii	2.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
MuSGrowth_1426	MuSGrowth_06	individual wire ringlet	Oligotrophic graminoid-Sphagnum bog		0.50	60.893194	68.682958	WGS84	3	Sphagnum jensenii	2.00	growth increment, cm	2020-10-17/2021-10-09	2021	Plantae	
